id	ER-ERR1084763_PE	ER-ERR1084764_PE	ER-ERR1084765_PE	ER-ERR1084775_PE	ER-ERR1084805_PE	ER-ERR1084806_PE	ER-ERR1084811_PE	TN-ERR1084766_PE	TN-ERR1084768_PE	TN-ERR1084798_PE	TN-ERR1084799_PE	TN-ERR1084800_PE	TN-ERR1084801_PE	TN-ERR1084802_PE	TN-ERR1084803_PE	TN-ERR1084804_PE	TN-ERR1084807_PE	TN-ERR1084808_PE	TN-ERR1084809_PE	TN-ERR1084810_PE
ENSG00000140632	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000140832	0.00	0.00	0.00	0.00	3.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000141012	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	0.00
ENSG00000141141	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.24	0.00	0.00	0.00
ENSG00000141150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.53	0.00	93.21	0.00
ENSG00000141252	0.00	0.00	0.00	0.00	0.00	1.13	0.00	0.00	0.00	1.62	0.62	0.58	0.00	1.72	0.00	0.54	0.59	0.00	1.16	0.00
ENSG00000141279	0.00	0.00	0.00	3.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.80	0.00	0.00
ENSG00000141446	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	35.94	0.00	0.00	0.00	0.00	18.26	0.00	0.00	0.00	0.00
ENSG00000141485	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000141526	0.00	0.00	0.00	0.00	0.00	0.00	8.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00
ENSG00000141527	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.71	3.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000141542	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000141543	0.00	0.00	15.77	4.84	7.07	8.56	3.82	0.00	0.00	0.00	4.72	4.40	2.12	0.00	9.00	4.12	8.97	2.38	2.21	0.00
ENSG00000141562	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000141576	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.92	0.00	0.00	4.07	0.00	2.55	0.00	0.00	10.86	0.00
ENSG00000141665	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000141698	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.89	0.00	0.00	0.00
ENSG00000141933	0.00	4.58	0.00	0.00	0.00	0.00	4.85	0.00	0.00	0.00	3.01	0.00	0.00	3.27	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000141959	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.31	0.00	0.00	0.00
ENSG00000142002	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.07	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000142319	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000142405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.05
ENSG00000142459	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000142599	20.89	19.52	31.98	16.38	22.27	19.35	5.17	32.07	0.00	21.47	12.75	14.80	20.09	39.67	18.33	39.04	12.13	12.86	11.97	17.63
ENSG00000142609	0.00	0.00	6.88	0.00	0.00	0.00	2.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000142686	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.05
ENSG00000142765	0.00	0.00	0.00	0.00	3.92	0.00	0.00	0.00	0.00	0.00	0.00	4.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.43
ENSG00000142798	0.00	0.00	0.00	2.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000142910	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.97	0.00	0.00	0.00
ENSG00000143028	0.00	0.00	0.00	234.73	25.90	0.00	0.00	260.18	18.29	36.65	2.34	10.85	4.21	29.83	355.93	14.63	26.68	4.71	118.74	45.03
ENSG00000143156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.35
ENSG00000143194	9.25	0.00	0.00	0.00	0.00	0.00	9.14	34.67	0.00	0.00	0.00	5.22	20.17	150.62	9616.43	4346.71	21.35	0.00	231.73	2347.71
ENSG00000143222	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000143257	21.24	0.00	0.00	0.00	0.00	0.00	33.29	0.00	0.00	0.00	0.00	12.72	7.59	0.00	0.00	0.00	0.00	15.99	0.00	4.46
ENSG00000143319	4.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000143337	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.68	0.00	0.00	0.00
ENSG00000143367	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.56	0.00	0.00	0.00	0.00
ENSG00000143374	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.23	0.00	0.00	0.00	0.00
ENSG00000143398	3768.30	2916.11	3940.12	1233.67	2331.63	1697.50	3077.12	815.28	1232.58	2430.63	3303.79	2553.93	884.05	1418.36	1302.57	1588.71	4554.90	1154.20	1680.85	310.86
ENSG00000143420	0.00	0.00	18.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.10	10.21	0.00	0.00	0.00	0.00	0.00	0.00	7.51
ENSG00000143429	0.00	0.00	0.00	8.34	0.00	7.28	0.00	5.74	35.04	0.00	8.01	0.00	0.00	0.00	7.70	0.00	0.00	16.29	7.56	0.00
ENSG00000143450	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000143515	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000143556	0.00	0.00	0.00	71.71	21773.68	821.89	0.00	0.00	100.28	0.00	1924.67	26.91	101.47	89.84	111.22	0.00	545.15	132408.70	61808.83	168.37
ENSG00000143569	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.37
ENSG00000143632	51.65	11.90	52.13	32.29	216.74	7.05	102.04	0.00	0.00	0.00	178.31	7.25	6.99	10.74	22.35	13.56	652.14	7.88	7.31	0.00
ENSG00000143748	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.67	9.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000143751	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.47
ENSG00000143842	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.29	0.00	0.00	0.00	0.00	1.67
ENSG00000143947	8017.50	19119.31	19078.66	7497.17	23579.20	19077.44	9342.52	67418.52	32029.73	57929.79	18444.26	22847.71	41653.71	36931.48	16059.65	34159.35	11499.82	18016.83	17883.55	86930.26
ENSG00000143951	12.65	21.17	11.91	7.50	8.29	13.22	28.94	18.24	32.38	24.43	13.97	55.28	13.69	42.23	9.43	53.59	29.03	0.00	58.09	80.02
ENSG00000144021	3.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000144029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000144048	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.54
ENSG00000144134	0.00	0.00	0.00	0.00	0.00	0.00	8.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.77	0.00
ENSG00000144182	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.39	20.62	0.00	0.00	0.00
ENSG00000144306	35.97	65.73	36.02	11.22	0.00	9.70	19.70	0.00	0.00	0.00	0.00	943.23	0.00	0.00	0.00	0.00	0.00	0.00	30.33	7.32
ENSG00000144366	0.00	8.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000144381	0.00	5.83	0.00	0.00	0.00	0.00	0.00	22.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.63	0.00	0.00	10.53
ENSG00000144395	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.77	0.00	0.00	0.00	0.00	0.00	2.22
ENSG00000144401	0.00	10.63	28.48	23.42	17.93	19.86	18.48	0.00	24.69	22.54	2.50	33.15	29.85	53.15	5.52	10.97	63.44	17.14	43.11	0.00
ENSG00000144406	5.10	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.72	0.00	3.14	0.00	8.61
ENSG00000144407	0.00	0.00	0.00	65.45	6.36	3.19	17.13	7.64	3.06	41.58	3.52	76.88	3.17	2043.50	579.49	582.63	10.05	0.00	470.57	2026.84
ENSG00000144504	0.00	0.00	0.00	0.00	0.00	1.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000144524	0.00	0.00	0.00	0.00	0.00	0.00	4.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.24	0.00
ENSG00000144619	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000144642	0.00	0.00	0.00	0.00	0.00	0.00	0.00	114.21	0.00	1.74	0.00	55.23	53.56	805.57	27.46	34.09	262.09	0.00	53.95	161.85
ENSG00000144644	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.58
ENSG00000144645	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.82	0.00	0.00	0.00	0.00	1.13	0.00	0.00	0.00	1.10	0.00	0.00	0.00
ENSG00000144713	0.00	0.00	0.00	23.98	0.00	0.00	0.00	0.00	0.00	19.28	0.00	42.20	0.00	0.00	0.00	19.43	21.43	0.00	0.00	0.00
ENSG00000144730	0.00	0.00	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	0.00	0.00	0.00	2.74	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000144741	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000144792	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000144810	0.00	0.00	3.95	0.00	0.00	0.00	0.00	0.00	17.21	7.53	23.27	41.32	58.21	0.00	0.00	0.00	8.26	0.00	29.86	0.00
ENSG00000144824	0.00	0.00	0.00	4.50	0.00	1.46	4.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000145012	0.00	0.00	0.00	3.16	0.44	15.64	1.43	0.33	5.67	2.66	3.50	6.86	0.61	3.61	1.95	4.02	7.80	1.34	2.83	4.99
ENSG00000145016	0.00	0.00	0.00	0.00	1.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000145029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000145284	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.88	3.88	0.00	0.00	0.00	0.00	0.00	0.00	6.86	0.00	4.18	0.00
ENSG00000145348	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.00	0.00	2.81	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000145390	0.00	0.00	0.00	0.00	25.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000145476	7.63	7.07	7.79	4.78	11.52	1.83	22.64	1.74	20.29	13.99	9.33	12.42	8.40	9.66	4.37	14.46	30.40	11.86	4.38	3.23
ENSG00000145604	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.56
ENSG00000145623	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.18	0.00	0.00	0.00	0.00	1.35	0.00	0.00	0.00	0.00	0.00	1.41	0.00
ENSG00000145687	0.00	0.00	35.96	46.40	21.03	38.74	0.00	0.00	0.00	0.00	0.00	175.99	0.00	58.68	0.00	18.51	40.82	0.00	0.00	0.00
ENSG00000145725	0.82	0.00	0.00	0.00	0.41	0.41	1.57	0.00	0.00	0.46	0.51	3.00	0.47	8.01	0.96	1.33	0.53	0.00	2.60	0.73
ENSG00000145736	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.06	3.08
ENSG00000145817	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000145819	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.53	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000145868	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000145936	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.44	0.00	0.00	0.00	2.28	0.00	0.00	0.00	0.00	0.00	1.14
ENSG00000146006	0.00	0.00	7.62	14.06	1.38	24.19	55.52	65.64	7.92	11.91	1.38	10.21	8.11	57.12	43.46	12.45	9.16	8.30	15.49	12.38
ENSG00000146054	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000146070	17.03	29.10	25.95	0.00	0.00	46.85	0.00	100.60	76.49	0.00	512.44	259.97	18.60	39.43	79.15	108.92	64.40	0.00	265.93	402.55
ENSG00000146223	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.26	5.16	0.00	0.00	0.00	0.00	3.10	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000146243	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.40	0.00	0.00	0.00
ENSG00000146263	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.29	0.88	0.00	0.00	1.22	0.00	0.00	0.00	0.00
ENSG00000146350	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000146373	0.00	0.00	0.00	8.07	54.79	0.65	6.37	10.98	54.44	17.48	159.82	14.58	41.42	36.99	8.91	19.07	233.07	11.88	83.59	0.00
ENSG00000146374	0.00	0.00	10.72	0.00	0.00	0.00	0.00	346.68	5.57	12.73	0.00	23.81	6.52	354.07	0.00	199.75	13.96	0.00	116.96	6.65
ENSG00000146425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.15	0.00	0.00	0.00	0.00	0.00	7.20	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000146477	0.00	0.00	0.00	0.00	0.00	0.00	0.00	457.71	0.00	6.65	0.00	503.48	2.29	13.42	9.69	0.00	15.43	28.20	7.05	5.32
ENSG00000146733	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25	0.00	0.00	0.00	0.00
ENSG00000146842	0.00	0.00	0.00	0.00	0.00	2.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63
ENSG00000146966	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.30	2.04	2.35	2.20	0.00	0.00	0.00	0.00	1.12	0.00	0.00	0.00
ENSG00000147174	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.49	0.00
ENSG00000147206	0.00	0.00	0.00	0.00	0.00	0.00	40.56	44.56	0.00	0.00	0.00	14.32	10.40	0.00	11.03	0.00	0.00	0.00	0.00	0.00
ENSG00000147274	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000147381	0.00	0.00	20.47	0.00	0.00	0.00	0.00	8908.62	0.00	155.81	2462.68	2362.73	11569.65	0.00	77.81	0.00	1964.36	0.00	18037.32	8928.51
ENSG00000147536	0.00	3.36	0.00	4.51	0.00	0.00	3.55	0.00	0.00	3.83	0.00	4.08	1.98	0.00	0.00	5.76	2.09	0.00	2.06	0.00
ENSG00000147647	0.00	60.48	6.94	0.00	0.00	0.00	0.00	201.18	39.29	15.72	0.00	0.00	3.74	0.00	163.32	60.38	34.98	37.29	414.30	20.08
ENSG00000147679	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.59
ENSG00000147697	0.00	0.00	0.00	3.27	0.00	0.00	0.00	0.00	0.00	2.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000147789	0.00	0.00	38.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000147872	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.79	0.00	0.00	0.00	0.00	0.00
ENSG00000148153	0.00	0.00	0.00	6.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000148219	10.78	17.34	0.00	0.00	14.87	15.73	5.63	5.58	12.12	11.92	14.62	4.30	18.10	27.74	6.27	14.17	39.42	10.81	28.31	24.98
ENSG00000148225	2.80	2.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.61	0.00
ENSG00000148297	0.00	2.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000148357	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.45	0.00	0.00	0.00	0.00
ENSG00000148600	0.00	0.00	0.00	3.78	6.42	0.00	0.00	896.28	13.70	4.82	9.01	27.46	0.00	26.15	10.72	66.80	121.24	95.26	205.36	1.56
ENSG00000148634	0.00	0.00	0.00	0.00	0.00	2.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.39	2.19	0.00	0.00	0.00	0.00
ENSG00000148660	0.00	0.00	0.00	0.00	0.00	4.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000148704	0.00	0.00	0.00	0.00	0.00	1.69	0.00	104.49	94.82	22.83	38.81	376.45	1.68	106.98	780.75	0.00	517.73	118.59	34.32	549.37
ENSG00000148773	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.62	0.00	0.00	0.00	5.95
ENSG00000148814	2.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000149054	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.58	0.00	6.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000149090	12.07	5.63	0.00	23.88	44.06	16.68	0.00	0.00	20.18	39.04	22.34	22.14	13.26	30.39	7.02	12.84	67.30	7.43	27.64	2.54
ENSG00000149091	10533.15	11542.75	12552.84	13955.76	6547.73	6375.69	11398.81	702.68	11332.35	5555.37	11711.20	6187.37	11613.36	9927.87	34328.95	7629.50	12072.45	7996.99	11147.84	1640.32
ENSG00000149182	0.00	0.00	0.00	0.00	4.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.42	0.00	2.64	0.00	0.00	0.00	3.35	0.00
ENSG00000149311	1.02	0.96	0.00	0.00	0.00	1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.56	0.00	0.00	1.12	0.60	0.00	1.18	0.00
ENSG00000149483	0.00	0.00	0.00	0.00	4.19	0.00	0.00	0.00	3.73	0.00	0.00	0.00	0.00	11.91	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000149485	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.78	0.00	0.00	0.00	0.00	4.42	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000149554	0.00	0.00	0.00	0.00	0.00	4.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.65	0.00
ENSG00000149591	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.45	0.00	0.00	0.00
ENSG00000149633	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	106.28	44.33	3.39	3.15	24.44	197.12	0.00	236.95	45.21	0.00	0.00	0.00
ENSG00000149646	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.32	0.00
ENSG00000149679	0.00	3.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000149761	0.00	0.00	0.00	8.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.98
ENSG00000149948	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000150051	0.00	0.00	0.00	145.41	11.62	712.13	345.11	49.35	0.00	0.00	0.00	139.37	35.51	93.37	44.35	95.73	172.71	0.00	19.66	1.61
ENSG00000150394	0.00	0.00	0.00	0.00	0.00	0.00	40.61	0.00	20.62	0.00	0.00	73.84	0.00	0.00	0.00	59.73	45.03	0.00	66.38	0.00
ENSG00000150401	0.00	0.00	0.00	0.00	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.14	0.00	0.00	13.16
ENSG00000150477	224.06	156.14	150.14	68.23	122.17	183.72	486.61	21.56	41.83	112.63	122.79	1602.42	119.54	338.06	50.21	34.73	148.98	90.01	250.50	22.81
ENSG00000150527	0.00	0.00	0.00	0.00	9.79	8.94	16.25	0.00	8.60	8.55	0.00	9.20	0.00	27.21	28.38	17.17	9.40	0.00	0.00	0.00
ENSG00000150627	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.35	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000150687	0.00	2.39	0.00	0.00	0.00	0.00	2.52	1.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.37	0.00	1.57	0.00	0.00
ENSG00000150776	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.95	0.00	0.00
ENSG00000150991	0.00	0.00	12.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000151092	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.51	0.00
ENSG00000151247	1.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000151304	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.08
ENSG00000151320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.67	0.00	0.00	0.00
