id	ER-ERR1084763_PE	ER-ERR1084764_PE	ER-ERR1084765_PE	ER-ERR1084775_PE	ER-ERR1084805_PE	ER-ERR1084806_PE	ER-ERR1084811_PE	TN-ERR1084766_PE	TN-ERR1084768_PE	TN-ERR1084798_PE	TN-ERR1084799_PE	TN-ERR1084800_PE	TN-ERR1084801_PE	TN-ERR1084802_PE	TN-ERR1084803_PE	TN-ERR1084804_PE	TN-ERR1084807_PE	TN-ERR1084808_PE	TN-ERR1084809_PE	TN-ERR1084810_PE
ENSG00000188474	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.10	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188493	0.00	0.00	0.00	0.00	0.00	0.00	8.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188505	0.00	0.00	0.00	0.00	4.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188522	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.64	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188529	0.00	0.00	0.00	0.00	0.00	5.08	0.00	0.00	0.00	0.00	0.00	0.00	5.03	0.00	16.02	14.62	0.00	0.00	0.00	0.00
ENSG00000188542	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.13	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188554	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25	2.23	5.17	0.00	0.00	0.00	0.00	4.51	0.00	0.00	0.00	0.00
ENSG00000188596	14.78	10.61	0.00	9.79	2.27	7.27	0.00	0.00	79.24	32.46	5.90	180.20	12.76	0.70	0.00	43.73	158.76	8.26	62.42	12.14
ENSG00000188612	9308.88	10673.49	9369.08	4810.76	5631.90	10902.63	10968.31	8888.00	2348.68	7644.38	7474.57	5589.86	6112.44	5405.09	6266.50	6178.59	5822.19	4610.20	4735.29	6218.63
ENSG00000188677	0.00	4.69	0.00	0.00	1.53	0.00	0.00	0.00	2.66	1.33	4.60	1.42	1.38	2.12	0.00	0.00	1.46	0.00	0.00	0.00
ENSG00000188732	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.06	0.00	1.82	5.06	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188735	0.00	0.00	0.00	0.00	3.11	0.00	0.00	0.00	0.00	2.72	0.00	2.90	0.00	0.00	0.00	0.00	1.05	0.00	0.00	0.00
ENSG00000188738	12.29	0.00	7.94	33.51	12.02	8.77	54.99	8.11	2.82	21.77	9.88	65.95	3.44	5.22	0.00	4.54	12.93	5.18	5.12	11.94
ENSG00000188739	0.00	0.00	0.00	0.00	9.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.22	0.00	0.00	0.00	3.34
ENSG00000188783	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.99	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188785	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188822	0.00	0.00	0.00	1.62	0.00	0.00	2.56	0.00	9.63	0.00	1.59	0.00	0.00	0.00	1.51	1.38	3.01	0.00	0.00	1.10
ENSG00000188825	0.00	0.00	0.00	0.00	0.00	6.48	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188859	44.02	11.67	58.98	19.48	0.00	149.02	20.48	72.21	4638.02	556.39	12.48	52.52	90.25	0.00	6.00	0.00	835.30	76.71	101.66	70.70
ENSG00000188895	17.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.46	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000188917	0.00	0.00	4.92	0.00	0.00	0.00	4.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.61	0.00
ENSG00000188938	0.00	0.00	0.00	6.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.10	0.00
ENSG00000188971	0.00	0.00	1.61	0.00	0.00	0.00	0.00	0.00	0.00	0.86	0.97	0.00	0.87	0.00	0.92	0.84	0.93	0.00	0.00	0.67
ENSG00000188976	4636.33	4820.80	7976.42	6978.88	7727.67	2839.85	9477.61	559.53	4350.77	3137.81	3946.65	3730.34	18338.09	16051.03	12493.68	8820.61	7674.02	4018.57	6709.45	272.82
ENSG00000189002	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000189042	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	76.99	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000189051	0.00	4.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000189127	0.00	0.00	3.58	228.23	205.31	0.00	3.46	0.00	0.00	3.73	19.29	41.73	48.21	47.39	34.67	14.95	2.04	2.16	46.22	2.97
ENSG00000189136	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000189164	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000189229	0.00	0.00	0.00	0.00	0.00	25.61	0.00	0.00	0.00	0.00	0.00	13.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000189298	0.00	0.00	0.00	1.78	1.78	0.00	2.81	0.00	0.00	0.00	0.00	4.40	1.57	0.00	1.66	1.52	0.00	0.00	6.42	0.00
ENSG00000189316	0.00	0.00	0.00	31.64	18.42	0.00	0.00	13.18	344.37	337.83	64.02	249.33	47.57	0.00	35.54	8.07	710.60	9.40	127.47	30.36
ENSG00000189339	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.82	2.63	0.00	0.00	0.00	0.97
ENSG00000189350	0.00	0.00	0.00	0.00	2.21	1.60	0.00	0.00	0.00	0.00	2.56	0.00	0.00	0.00	0.00	0.51	0.00	0.00	0.00	0.00
ENSG00000189401	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000189403	0.00	0.00	0.00	0.00	0.00	0.00	0.00	59.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.32
ENSG00000196081	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196096	0.00	0.00	0.00	0.00	0.00	4.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.30
ENSG00000196118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.03	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196132	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.38	0.00
ENSG00000196141	0.00	24.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196172	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.21	0.00	0.00	0.00	0.00	0.00
ENSG00000196199	0.00	0.00	0.00	2.03	0.00	0.00	3.21	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
ENSG00000196205	0.00	0.00	0.00	0.00	0.00	0.00	57.51	23.39	27.02	0.00	0.00	0.00	0.00	0.00	0.00	30.64	0.00	0.00	0.00	0.00
ENSG00000196208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.18	1.52	0.00	0.00	1.47	0.00	4.36
ENSG00000196220	0.00	2.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.80	13.43	0.00	0.00	5.49	0.00
ENSG00000196227	5.39	2.53	0.00	0.00	3.32	2.91	6.58	0.00	2.80	2.90	0.00	4.61	0.00	11.18	1.04	0.00	7.50	0.00	6.53	0.00
ENSG00000196236	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.45	0.00	8.24	1.05	0.00	4.27	0.98	0.00	0.98	0.00	0.96	0.00
ENSG00000196262	21.74	0.00	21.67	13.54	12.80	23.37	0.00	36.33	0.00	0.00	0.00	12.07	0.00	0.00	0.00	11.23	0.00	13.14	0.00	72.60
ENSG00000196263	0.00	0.00	2.36	0.00	0.00	7.68	0.00	0.00	1.19	3.70	2.83	25.64	3.82	3.91	2.69	1.24	0.00	2.85	3.98	0.00
ENSG00000196275	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.77	0.00	0.00	0.00	0.00	6.89	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196295	0.00	16.82	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	0.00	0.00	0.50	0.00	0.53	0.00	0.00	0.56	0.01	0.00
ENSG00000196355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.10	4.10	0.00	0.00	0.00	13.04	0.00	0.00	8.98	0.00	8.86	0.00
ENSG00000196376	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.64	0.00	0.00	0.00
ENSG00000196417	0.00	2.80	3.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196470	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.40	14.54	0.00	0.00	0.00	0.00	0.00	0.00	16.10	0.00	0.00	0.00
ENSG00000196502	0.00	0.00	0.00	0.00	1.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196531	5081.19	4141.69	4218.16	6351.67	3536.10	4276.87	8612.36	10134.51	2611.01	5314.96	2010.68	3005.05	3930.54	2781.69	5914.31	2706.84	2907.08	2292.30	2702.25	9143.23
ENSG00000196533	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.50	4.75	0.00	5.08	0.00	15.08	0.00	0.00	0.00	0.00	0.00	3.76
ENSG00000196566	0.00	0.00	0.00	0.00	14.51	0.00	0.00	0.00	0.00	0.00	14.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196584	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196586	0.00	0.00	0.00	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196628	0.00	7.22	9.54	182.79	588.32	53.87	1111.97	1166.20	260.45	92.92	1.98	508.78	0.89	1208.40	366.31	8.23	520.86	10.82	210.36	1147.57
ENSG00000196652	0.00	0.00	0.00	0.00	0.00	1.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.77	0.00
ENSG00000196655	0.00	0.00	0.00	0.00	0.00	4.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.12	0.00	5.82	0.00	0.00	0.00
ENSG00000196656	8194.09	7755.58	8644.91	7807.05	9601.58	10415.26	6997.18	1073.32	1359.52	5826.69	3551.31	2083.83	5976.62	7357.83	5342.23	1955.31	2262.13	5480.91	3009.13	1030.69
ENSG00000196689	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.61	0.00	0.00	0.00	0.00
ENSG00000196705	0.00	0.00	0.00	0.00	0.00	0.00	0.00	19.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196712	2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99
ENSG00000196715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196743	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196914	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196917	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.85	0.00	0.00	0.00	0.00	0.00	3.13	0.00	0.00	0.00	0.00	0.00
ENSG00000196927	0.00	0.00	0.00	4.86	0.00	0.00	0.00	0.00	0.00	4.10	4.70	4.38	0.00	0.00	13.56	0.00	0.00	0.00	0.00	0.00
ENSG00000196933	0.00	0.00	91.56	443.55	275.97	154.65	0.00	0.00	0.00	0.00	155.76	99.36	236.71	87.18	328.32	187.49	0.00	51.03	152.04	0.00
ENSG00000196967	0.00	0.00	0.00	0.00	0.00	0.00	6.14	2.73	0.00	3.29	3.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000196998	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.00	0.00	5.05	0.00
ENSG00000197124	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197140	0.00	0.00	0.00	0.00	3.60	7.62	0.00	1.75	0.00	1.05	1.20	8.39	0.00	1.87	11.44	0.00	1.10	1.21	5.65	0.00
ENSG00000197146	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.10	0.00	0.00	0.00	0.00	0.00
ENSG00000197181	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197217	0.00	0.00	2.36	0.00	0.00	0.00	0.00	0.00	0.00	1.22	1.42	0.00	0.00	4.52	1.35	0.00	0.00	1.43	0.00	0.00
ENSG00000197226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197256	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197291	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.71	0.00	0.00	8.33	0.00	0.00	9.65	0.00	4.27	0.00	0.00	0.00
ENSG00000197296	0.00	0.00	3.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.82	0.00	0.00	0.00	2.29	0.00	0.00	0.00	0.00	0.00
ENSG00000197324	0.00	0.00	0.00	0.00	0.00	0.00	5.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.85
ENSG00000197360	0.00	0.00	0.00	7.67	0.00	0.00	0.00	0.00	0.00	0.00	3.74	0.00	3.35	0.00	0.00	0.00	0.00	0.00	0.00	7.19
ENSG00000197363	0.00	0.00	5.73	0.00	0.00	0.00	5.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197372	0.00	0.00	0.00	0.00	22.83	0.00	0.00	15.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197380	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197448	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197471	0.00	0.00	0.00	0.00	0.00	3.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197496	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197497	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197565	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197576	0.00	0.00	0.00	0.00	20.28	0.00	0.00	404.23	2765.86	117.39	81.23	257.41	0.00	0.00	98.01	896.46	107.01	1182.15	893.27	90.38
ENSG00000197580	0.00	0.00	0.00	0.00	0.00	3.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197584	6.24	23.35	0.00	110.63	68.12	103.54	10.41	62.40	3.31	112.34	45.55	53.35	82.21	0.00	14.73	19.91	108.09	7.68	11.95	5.25
ENSG00000197614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197632	0.00	0.00	0.00	103.59	4.66	13.95	24.14	117.45	24435.64	8.12	15.27	1080.79	63.01	335.56	54.01	4.07	3162.21	15.73	4.38	258.01
ENSG00000197712	0.00	3.18	3.47	0.00	0.00	0.00	0.00	1.51	0.00	0.00	0.00	1.93	0.00	2.60	1.98	0.00	0.00	0.00	0.00	1.44
ENSG00000197728	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.55	0.00	27.78
ENSG00000197753	0.00	0.00	0.00	4.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197757	0.00	7.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00
ENSG00000197769	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.77	0.00	0.00	0.00
ENSG00000197808	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197813	0.00	0.00	0.00	0.00	753.45	0.00	326.00	1063.11	112.39	678.36	251.04	892.44	478.89	105.32	103.50	66.41	440.77	131.60	169.44	2383.14
ENSG00000197816	0.00	3.19	0.00	0.00	1.20	4.96	3.59	0.00	0.00	0.00	1.04	2.14	1.89	5.33	1.06	1.53	2.90	1.05	1.92	0.72
ENSG00000197822	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.29	0.00	0.00
ENSG00000197847	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.30	0.00	0.00	5.43	0.00
ENSG00000197860	0.00	0.00	0.00	0.00	0.00	1.38	0.00	1.11	0.00	0.00	0.00	20.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000197928	0.00	0.00	0.00	0.00	0.00	2.20	17.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198039	0.00	5.88	0.00	42.37	0.00	58.46	0.00	5.55	108.22	290.44	34.77	156.38	7.89	29.40	0.00	0.00	603.27	0.00	48.21	47.18
ENSG00000198046	0.00	0.00	40.79	0.00	0.00	228.53	0.00	206.69	1.92	0.00	29.65	675.78	912.84	0.00	2.10	372.30	875.20	0.00	693.32	519.22
ENSG00000198053	0.00	0.00	0.00	22.39	15.25	3.96	37.49	22.18	237.19	173.76	245.40	147.06	64.87	468.58	137.02	419.10	306.52	614.02	311.17	282.71
ENSG00000198087	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.46	0.00	0.00	0.00
ENSG00000198089	0.00	0.00	0.00	0.00	48.99	0.00	44.35	0.00	7.62	0.00	48.77	0.00	0.00	38.64	0.00	0.00	37.07	0.00	0.00	0.00
ENSG00000198106	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198131	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198153	0.00	0.00	0.00	31.85	0.00	0.00	20.08	13.19	91.74	42.75	0.00	17.17	66.36	8.50	0.00	0.00	66.86	0.00	0.00	67.76
ENSG00000198169	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.16	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198185	0.00	0.00	6.55	752.61	0.00	19.52	5.82	21.41	1394.74	0.00	3.59	762.23	3.23	1476.50	0.00	1332.67	0.00	0.00	1044.87	426.02
ENSG00000198198	0.00	0.00	0.00	11.52	0.00	0.00	9.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.37	0.00	0.00	0.00	0.00	0.00
ENSG00000198208	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.75	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198223	0.00	0.00	0.00	0.00	30.01	27.63	0.00	20.48	0.00	0.00	29.98	29.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198250	0.00	0.00	0.00	4.72	0.00	0.00	0.00	0.00	76.74	3.49	41.07	18.63	72.36	0.00	0.00	0.00	351.53	67.95	194.52	22.14
ENSG00000198270	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.21	0.00	0.00	1.61
ENSG00000198453	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198466	0.00	0.00	0.00	0.00	0.00	2.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198483	80.04	36.53	38.32	31.37	12.72	6.93	79.41	44.35	507.05	117.58	73.91	4.73	18.35	16.38	24.27	0.00	392.46	12.12	341.85	302.58
ENSG00000198521	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.16	0.00	0.00	0.00	0.00	0.00	28.81	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198542	0.00	0.00	0.00	27.25	0.00	0.00	11.31	2.52	660.11	44.49	85.29	284.33	22.90	0.00	433.59	3.04	157.41	0.00	2535.01	91.90
ENSG00000198556	0.00	0.00	0.00	0.00	0.00	2.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198625	0.00	0.00	0.00	1.39	0.00	0.00	1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198643	11.83	22.70	11.96	15.64	45.87	75.01	35.07	12.68	604.92	14489.69	47.46	265.48	598.34	0.00	5005.24	35.38	311.00	0.00	1471.90	23863.06
ENSG00000198650	0.00	0.00	0.00	0.00	0.00	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198681	0.00	0.00	0.00	0.00	0.00	0.00	43.20	160.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.94	0.00
ENSG00000198744	136.90	464.42	787.28	397251.17	839.12	134.69	180.51	88.29	388.58	203.26	21.88	155.69	146.92	154.20	214.01	250.44	49.62	135.12	49.91	36.16
ENSG00000198759	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1016.11	0.00	0.00	3.66	6.80	0.00	5.06	6.98	6.39	198.56	0.00	13.67	25.29
ENSG00000198771	0.00	0.00	4.56	11.20	0.00	2.47	24.32	363.96	5275.73	6.46	583.43	7.43	4433.21	26.22	59.76	1118.21	25.20	11.00	1239.76	440.36
ENSG00000198799	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.34	0.00	0.00	0.00
ENSG00000198858	0.00	0.00	0.00	0.00	0.00	0.00	21.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198863	0.00	0.00	0.00	0.00	0.00	2.00	3.01	0.00	0.00	0.00	0.00	0.00	0.00	1.98	1.92	0.00	0.00	0.00	0.00	1.51
ENSG00000198886	11.23	20.76	22.72	0.00	6.76	6.15	0.00	0.00	11.82	0.00	6.77	0.00	6.10	9.37	0.00	5.91	0.00	0.00	6.38	4.66
ENSG00000198887	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198900	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198912	8.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000198918	0.00	0.00	0.00	0.00	0.00	0.00	0.00	82.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	303.69
ENSG00000198938	55336.72	85074.96	86899.44	21762.12	64011.90	47349.00	42015.77	5938.40	35306.24	14882.95	85254.99	27244.12	49063.10	55059.89	50015.17	65546.75	17873.53	21889.46	73865.11	9604.27
